latitude,longitude
-2.523012,51.501927
-2.522972,51.501968
-2.521381,51.503118
-2.521367,51.503118
-2.518415,51.502199
-2.517109,51.499266
-2.517109,51.499266
-2.518997,51.502484
-2.519448,51.502551
-2.519553,51.502603
-2.519801,51.502658
-2.519991,51.5027
-2.520178,51.502741
-2.520372,51.502784
-2.520849,51.502923
-2.520982,51.50297
-2.521094,51.503011
-2.52114,51.503031
-2.521221,51.503073
-2.521237,51.503083
-2.52127,51.503103
-2.521269,51.503105
-2.521115,51.503785
-2.549618,51.488721
-2.550424,51.488413
-2.550762,51.488248
-2.551323,51.488036
-2.559662,51.482669
-2.559786,51.482443
-2.559898,51.482216
-2.559983,51.481984
-2.560059,51.481748
-2.560121,51.481521
-2.560181,51.48129
-2.560223,51.481058
-2.560284,51.480338
-2.560155,51.477484
-2.583575,51.459748
-2.587543,51.459283
-2.587599,51.459294
-2.587782,51.45929
-2.58797,51.459285
-2.588113,51.459291
-2.588283,51.459299
-2.588444,51.459307
-2.588613,51.459314
-2.588776,51.459307
-2.588925,51.459309
-2.589068,51.459316
-2.589222,51.459304
-2.589611,51.459283
-2.589702,51.459275
-2.589742,51.459266
-2.589756,51.459271
-2.58974,51.459282
-2.589743,51.459288
-2.58978,51.459287
-2.591411,51.460016
-2.593116,51.468956
-2.593238,51.468779
-2.593181,51.468974
-2.593261,51.469071
-2.593331,51.469167
-2.593387,51.469244
-2.593452,51.469341
-2.593499,51.469429
-2.593563,51.469509
-2.593595,51.469576
-2.593632,51.469641
-2.593642,51.46971
-2.593661,51.469765
-2.593703,51.469869
-2.59373,51.470016
-2.593736,51.47006
-2.593754,51.470088
-2.596123,51.471746
-2.59621,51.471808
-2.605974,51.478001
-2.605983,51.478002
-2.605961,51.477983
-2.605947,51.477978
-2.605966,51.477989
-2.605976,51.477994
-2.60599,51.478
-2.606003,51.478005
-2.606079,51.478031
-2.606092,51.478035
-2.606113,51.478042
-2.606126,51.478046
-2.606207,51.478074
-2.60623,51.478082
-2.606513,51.478187
-2.606693,51.478255
-2.606972,51.47836
-2.607667,51.478616
-2.608636,51.478942
-2.608734,51.478996
-2.608831,51.47903
-2.608938,51.479086
-2.609057,51.47913
-2.609161,51.479177
-2.609267,51.479221
-2.609364,51.479257
-2.609495,51.479306
-2.610603,51.479715
-2.610943,51.47985
-2.610998,51.479879
-2.611196,51.479892
-2.61128,51.479879
-2.611491,51.479827
-2.611602,51.4798
-2.611877,51.479734
-2.611928,51.479712
-2.611902,51.479608
-2.611896,51.479597
-2.613167,51.479491
-2.613167,51.479491
-2.613537,51.479439
-2.613544,51.479436
-2.614092,51.479393
-2.614957,51.479367
-2.615702,51.479279
-2.617305,51.47886
-2.617637,51.47877
-2.617744,51.478753
-2.617587,51.478796
-2.617595,51.478794
-2.617625,51.478785
-2.617672,51.47877
-2.617775,51.478739
-2.617828,51.47872
-2.617884,51.478699
-2.617945,51.478677
-2.617996,51.478656
-2.618044,51.478634
-2.618085,51.478615
-2.618414,51.47847
-2.618756,51.478401
-2.61877,51.478396
-2.618784,51.478391
-2.618807,51.478385
-2.61883,51.478383
-2.61885,51.47838
-2.618872,51.478377
-2.618894,51.478373
-2.619716,51.477926
-2.619716,51.477926
-2.623326,51.47517
-2.62336,51.475163
-2.623377,51.47515
-2.623395,51.47513
-2.623422,51.4751
-2.623457,51.47506
-2.623485,51.475019
-2.623508,51.47498
-2.623544,51.474924
-2.623552,51.474914
-2.623562,51.474903
-2.624061,51.474353
-2.624078,51.474345
-2.624099,51.474339
-2.624778,51.473794
-2.625317,51.472976
-2.625581,51.472244
-2.625675,51.469485
-2.625894,51.469205
-2.625912,51.469152
-2.625923,51.469127
-2.625849,51.469031
-2.625865,51.469002
-2.625876,51.468978
-2.625881,51.468867
-2.625874,51.468796
-2.625921,51.468144
-2.625915,51.468127
-2.625912,51.468036
-2.62728,51.469249
-2.62728,51.469249
-2.627494,51.469442
-2.627538,51.469482
-2.627555,51.469488
-2.627556,51.469502
-2.627567,51.46951
-2.627578,51.469517
-2.627591,51.469526
-2.627607,51.469535
-2.627625,51.469543
-2.628289,51.469861
-2.628313,51.469867
-2.628334,51.469871
-2.630211,51.469709
-2.631716,51.469504
-2.631927,51.469476
-2.631927,51.469476
-2.633263,51.469294
-2.633459,51.469267
-2.633498,51.469283
-2.63353,51.469304
-2.633723,51.469444
-2.634426,51.469525
-2.634846,51.469962
-2.634748,51.470052
-2.634731,51.47007
-2.63471,51.470087
-2.634061,51.470323
-2.633975,51.470352
-2.627854,51.471948
-2.627855,51.472013
-2.627856,51.472027
-2.627848,51.47204
-2.627832,51.472055
-2.627812,51.472069
-2.627794,51.472083
-2.62778,51.472098
-2.626967,51.472408
-2.626922,51.472412
-2.626666,51.472464
-2.626628,51.472473
-2.626588,51.472483
-2.626548,51.472493
-2.626506,51.472505
-2.625501,51.473187
-2.624617,51.474032
-2.623667,51.474211
-2.622286,51.474342
-2.623056,51.474758
-2.623047,51.475163
-2.62315,51.475538
-2.623326,51.475466
-2.623326,51.47542
-2.623304,51.475426
-2.623279,51.475437
-2.62326,51.475447
-2.623241,51.475458
-2.6225,51.475985
-2.622481,51.475993
-2.62246,51.476002
-2.622439,51.476011
-2.622419,51.476019
-2.622402,51.476032
-2.622402,51.476032
-2.622383,51.476045
-2.621973,51.476429
-2.621452,51.47677
-2.620013,51.477615
-2.618781,51.478336
-2.618777,51.478358
-2.618771,51.478379
-2.618763,51.478399
-2.618752,51.478417
-2.618741,51.478436
-2.618572,51.478559
-2.618546,51.478565
-2.61825,51.478655
-2.61823,51.478663
-2.617764,51.478845
-2.616563,51.479066
-2.615921,51.479157
-2.615667,51.479209
-2.615002,51.479292
-2.614719,51.479322
-2.614553,51.47934
-2.613959,51.479404
-2.613698,51.479438
-2.613209,51.479516
-2.613197,51.479523
-2.613167,51.479491
-2.613167,51.479491
-2.620975,51.49025
-2.620975,51.490251
-2.62069,51.490165
-2.620762,51.49018
-2.620792,51.490202
-2.620818,51.490217
-2.62171,51.491666
-2.615345,51.504764
-2.615467,51.505053
-2.615476,51.505077
-2.615596,51.505246
-2.615652,51.505359
-2.615757,51.505643
-2.61579,51.505781
-2.615869,51.505913
-2.615936,51.506065
-2.61599,51.506205
-2.616046,51.506354
-2.617031,51.50862
-2.617372,51.509029
-2.617394,51.509059
-2.617412,51.509079
-2.61748,51.509121
-2.617508,51.509122
-2.617534,51.509136
-2.617564,51.509146
-2.617584,51.509156
-2.617593,51.509166
-2.618181,51.509725
-2.618489,51.509841
-2.619863,51.513614
-2.619737,51.514204
-2.616464,51.523568
-2.616204,51.523737
-2.616036,51.524021
-2.61601,51.524216
-2.615913,51.524278
-2.615848,51.524335
-2.615759,51.524395
-2.615688,51.524448
-2.615612,51.524506
-2.615527,51.524556
-2.615463,51.524598
-2.615414,51.524621
-2.615382,51.524645
-2.615275,51.524886
-2.615254,51.524959
-2.615022,51.52523
-2.608776,51.524186
-2.598887,51.525044
-2.599186,51.525024
-2.599235,51.525048
-2.59928,51.525024
-2.599328,51.525053
-2.599387,51.525079
-2.599418,51.525063
-2.59946,51.525022
-2.599504,51.524981
-2.599521,51.524944
-2.59951,51.524915
-2.599465,51.524891
-2.599411,51.524883
-2.599328,51.52488
-2.599269,51.524869
-2.599223,51.524856
-2.599173,51.52484
-2.598966,51.524804
-2.598915,51.524816
-2.598004,51.52437
-2.598007,51.524375
-2.598046,51.524325
-2.598225,51.524235
-2.59701,51.524477
-2.596284,51.524508
-2.595422,51.524018
-2.595283,51.523922
-2.595251,51.523653
-2.597897,51.523402
-2.598067,51.523409
-2.598097,51.523456
-2.598112,51.523478
-2.598139,51.523516
-2.598157,51.523542
-2.598174,51.523565
-2.598188,51.523586
-2.597591,51.523945
-2.597549,51.523968
-2.597535,51.523971
-2.597507,51.523976
-2.597491,51.523976
-2.595842,51.523299
-2.595337,51.523495
-2.595317,51.523395
-2.595329,51.523286
-2.595489,51.522819
-2.595514,51.522669
-2.595522,51.522671
-2.595538,51.522699
-2.595532,51.522709
-2.595531,51.522716
-2.595531,51.522723
-2.595529,51.522741
-2.595527,51.522753
-2.595526,51.522762
-2.595526,51.522773
-2.595525,51.522777
-2.595525,51.522784
-2.595525,51.522795
-2.595525,51.522806
-2.59558,51.523005
-2.59564,51.523343
-2.595502,51.523627
-2.595412,51.523769
-2.595698,51.524127
-2.595698,51.524128
-2.59588,51.524356
-2.596393,51.524854
-2.596984,51.525433
-2.596966,51.525412
-2.596966,51.525428
-2.596936,51.525474
-2.596939,51.52551
-2.596977,51.525529
-2.597031,51.525531
-2.597085,51.525646
-2.597102,51.525649
-2.597122,51.525651
-2.597143,51.525651
-2.597165,51.525652
-2.597184,51.525653
-2.597202,51.525655
-2.597218,51.52566
-2.597233,51.525669
-2.597247,51.525677
-2.597261,51.525685
-2.597273,51.525694
-2.597283,51.525702
-2.597295,51.525711
-2.597307,51.525719
-2.597333,51.525735
-2.597687,51.525862
-2.597049,51.525831
-2.596731,51.52578
-2.596582,51.525745
-2.596445,51.525715
-2.596408,51.525708
-2.596437,51.525722
-2.596492,51.525744
-2.596303,51.52567
-2.596303,51.52567
-2.596124,51.525574
-2.596126,51.525577
-2.596137,51.525585
-2.596156,51.525595
-2.59635,51.525702
-2.596343,51.525708
-2.596354,51.525712
-2.596365,51.52571
-2.596358,51.525703
-2.596272,51.525664
-2.59621,51.525636
-2.596185,51.525626
-2.595982,51.525515
-2.595759,51.525353
-2.595659,51.525279
-2.595608,51.525243
-2.59556,51.525208
-2.595461,51.525141
-2.59545,51.52514
-2.595454,51.525139
-2.595455,51.52513
-2.595197,51.524974
-2.595174,51.524962
-2.594865,51.524376
-2.594733,51.524096
-2.594615,51.523904
-2.594475,51.523736
-2.594465,51.523732
-2.594459,51.523724
-2.594458,51.523715
-2.594464,51.523705
-2.5946,51.523524
-2.5946,51.523524
-2.594679,51.523438
-2.594677,51.523442
-2.594739,51.523329
-2.594735,51.523319
-2.594736,51.523307
-2.594845,51.523217
-2.594831,51.523219
-2.594899,51.522929
-2.59489,51.522916
-2.594887,51.522883
-2.594945,51.522824
-2.594972,51.522819
-2.594997,51.522812
-2.595427,51.522715
-2.595448,51.522713
-2.595636,51.522784
-2.595636,51.522784
-2.595879,51.522855
-2.600306,51.523563
-2.6004,51.523724
-2.600585,51.523808
-2.600833,51.523821
-2.601006,51.523907
-2.601195,51.524001
-2.601378,51.52409
-2.601539,51.524168
-2.601695,51.524242
-2.601841,51.524312
-2.601986,51.524381
-2.602132,51.524451
-2.602251,51.524507
-2.602376,51.524567
-2.602476,51.524614
-2.602742,51.524737
-2.602765,51.52475
-2.60278,51.524765
-2.602779,51.524788
-2.602802,51.524798
-2.602824,51.524809
-2.602841,51.524815
-2.602953,51.524856
-2.602966,51.524861
-2.598538,51.527801
-2.598538,51.527801
-2.620021,51.520706
-2.621177,51.519406
-2.621202,51.519346
-2.615785,51.499906
-2.617568,51.497706
-2.617654,51.497673
-2.617856,51.497638
-2.618038,51.497593
-2.618202,51.497543
-2.618365,51.497474
-2.618547,51.497394
-2.618679,51.497326
-2.61884,51.497249
-2.618978,51.497179
-2.619147,51.497093
-2.619327,51.497012
-2.61944,51.496932
-2.619482,51.496889
-2.619585,51.496832
-2.61969,51.496785
-2.619774,51.496753
-2.619831,51.496715
-2.619857,51.4967
-2.619888,51.496673
-2.619908,51.496651
-2.615649,51.485436
-2.615837,51.485066
-2.61628,51.484432
-2.616375,51.484314
-2.616664,51.484037
-2.616706,51.483935
-2.616708,51.483824
-2.616765,51.483723
-2.616782,51.483612
-2.616777,51.483503
-2.616766,51.483393
-2.616767,51.483291
-2.616763,51.483182
-2.616751,51.483085
-2.616712,51.482991
-2.6167,51.482912
-2.616692,51.482883
-2.616674,51.482809
-2.616668,51.482753
-2.61608,51.480681
-2.61608,51.480681
-2.613678,51.479695
-2.613331,51.479553
-2.613167,51.479491
-2.613167,51.479491
-2.613149,51.479507
-2.613152,51.479514
-2.613192,51.479524
-2.613165,51.479559
-2.613128,51.479568
-2.613001,51.479592
-2.612997,51.4796
-2.61296,51.47962
-2.612942,51.479617
-2.612923,51.479616
-2.612903,51.479613
-2.612883,51.47961
-2.612863,51.479608
-2.612843,51.479606
-2.612824,51.479607
-2.612804,51.479608
-2.612784,51.479611
-2.612764,51.479614
-2.612745,51.479619
-2.612725,51.479624
-2.612273,51.47979
-2.612197,51.480067
-2.612181,51.480238
-2.612183,51.480368
-2.61218,51.480421
-2.612178,51.480432
-2.612178,51.480444
-2.61218,51.480459
-2.612188,51.480475
-2.612181,51.480521
-2.61217,51.480557
-2.612174,51.480491
-2.61218,51.480477
-2.612195,51.480466
-2.612196,51.480456
-2.612193,51.480452
-2.61217,51.480431
-2.612167,51.480428
-2.612176,51.480423
-2.612186,51.480417
-2.612343,51.480299
-2.612467,51.480203
-2.612845,51.479843
-2.613167,51.479491
-2.613167,51.479491
-2.613522,51.479441
-2.613534,51.47944
-2.613591,51.479439
-2.614169,51.479381
-2.61428,51.479373
-2.614471,51.479364
-2.614583,51.479359
-2.614755,51.479354
-2.614803,51.479336
-2.614821,51.479328
-2.614804,51.479343
-2.615292,51.479401
-2.615329,51.479403
-2.615365,51.47939
-2.6154,51.479373
-2.615416,51.479358
-2.615462,51.479419
-2.61552,51.479431
-2.615537,51.479426
-2.615555,51.47942
-2.615575,51.479416
-2.617281,51.478774
-2.618577,51.478257
-2.61988,51.477737
-2.619866,51.477761
-2.619864,51.477765
-2.619922,51.477747
-2.619934,51.477736
-2.619949,51.477723
-2.619964,51.477708
-2.619974,51.477694
-2.619982,51.477678
-2.620023,51.477621
-2.620289,51.477422
-2.620289,51.477422
-2.624738,51.47378
-2.624862,51.473677
-2.624836,51.473686
-2.624855,51.473679
-2.625218,51.47311
-2.62523,51.473085
-2.625299,51.472713
-2.626164,51.468387
-2.626199,51.468212
-2.626171,51.468205
-2.626139,51.468199
-2.626104,51.468188
-2.626075,51.468172
-2.626053,51.468153
-2.626038,51.468133
-2.625897,51.467516
-2.625895,51.467494
-2.625877,51.467391
-2.625868,51.467371
-2.625821,51.467206
-2.625815,51.467184
-2.627259,51.469461
-2.627461,51.469437
-2.627483,51.469463
-2.627509,51.469493
-2.627537,51.469521
-2.627567,51.469549
-2.62759,51.469573
-2.62763,51.469618
-2.62765,51.469641
-2.627715,51.469704
-2.627761,51.469732
-2.627785,51.469741
-2.627806,51.469745
-2.627828,51.469751
-2.627852,51.469759
-2.627877,51.469768
-2.627903,51.469778
-2.62881,51.46991
-2.628847,51.469908
-2.628881,51.469903
-2.628914,51.469899
-2.628948,51.469895
-2.629016,51.469889
-2.629855,51.46988
-2.634906,51.469866
-2.634908,51.469906
-2.634902,51.469935
-2.634895,51.469953
-2.634885,51.469975
-2.63488,51.469982
-2.634855,51.470017
-2.634835,51.470039
-2.634043,51.470479
-2.634014,51.470489
-2.633898,51.470521
-2.633701,51.470585
-2.633677,51.470592
-2.633651,51.470599
-2.633626,51.470606
-2.633568,51.470623
-2.632795,51.470814
-2.63279,51.470815
-2.627329,51.472169
-2.627288,51.472198
-2.627269,51.47221
-2.62726,51.472217
-2.627246,51.472224
-2.627165,51.472263
-2.627133,51.472277
-2.626852,51.472402
-2.626833,51.472411
-2.626811,51.472421
-2.626792,51.47243
-2.626252,51.472689
-2.626243,51.472697
-2.622663,51.476044
-2.622555,51.476146
-2.622502,51.476185
-2.622366,51.476263
-2.622249,51.476105
-2.62221,51.476127
-2.622179,51.476152
-2.62215,51.476175
-2.622125,51.476197
-2.622046,51.476275
-2.622029,51.476286
-2.62126,51.476749
-2.621234,51.476766
-2.61849,51.478174
-2.61849,51.478174
-2.616529,51.479196
-2.616531,51.479207
-2.616511,51.479217
-2.616496,51.479222
-2.61642,51.479248
-2.616403,51.479251
-2.616386,51.479254
-2.61637,51.479258
-2.616352,51.479261
-2.616335,51.479265
-2.616317,51.479268
-2.6163,51.479271
-2.616281,51.479274
-2.616261,51.479275
-2.616242,51.479277
-2.615609,51.479398
-2.614403,51.479378
-2.613167,51.479491
-2.612167,51.479672
-2.612748,51.479581
-2.612757,51.47958
-2.612757,51.47958
-2.613164,51.479501
-2.613238,51.479496
-2.613175,51.479499
-2.613102,51.479517
-2.612964,51.479565
-2.613049,51.479466
-2.613045,51.479485
-2.613028,51.479498
-2.613009,51.479506
-2.612934,51.479507
-2.612918,51.479518
-2.612903,51.47953
-2.612888,51.47954
-2.612871,51.479546
-2.612853,51.479549
-2.612835,51.479552
-2.612816,51.479557
-2.612799,51.479562
-2.612784,51.479565
-2.612771,51.479567
-2.612761,51.479568
-2.612754,51.479568
-2.612756,51.479539
-2.612755,51.479531
-2.612743,51.479502
-2.612743,51.479502
-2.61274,51.479495
-2.612708,51.479432
-2.612713,51.479435
-2.612728,51.479445
-2.612741,51.479453
-2.61276,51.479458
-2.612772,51.479461
-2.612861,51.479478
-2.612877,51.479478
-2.612896,51.479477
-2.612916,51.479475
-2.612938,51.479471
-2.612961,51.479467
-2.612984,51.479463
-2.613259,51.479459
-2.61328,51.479468
-2.613928,51.481352
-2.613942,51.481392
-2.61408,51.481791
-2.614099,51.481846
-2.61412,51.481905
-2.614141,51.481965
-2.614161,51.482025
-2.614181,51.482083
-2.614223,51.482204
-2.614242,51.482259
-2.614325,51.482501
-2.614338,51.482542
-2.614099,51.482763
-2.612988,51.483049
-2.612799,51.483864
-2.612772,51.483934
-2.612449,51.484523
-2.612308,51.48477
-2.615092,51.485396
-2.617056,51.487966
-2.619485,51.489396
-2.621782,51.49384
-2.621804,51.494308
-2.621842,51.494232
-2.621946,51.494157
-2.621919,51.494203
-2.621893,51.494378
-2.621875,51.494433
-2.621857,51.494484
-2.621846,51.49453
-2.621831,51.494577
-2.621557,51.495271
-2.621564,51.49533
-2.621548,51.495357
-2.621541,51.495376
-2.621086,51.495876
-2.616761,51.500421
-2.616714,51.500582
-2.616501,51.500681
-2.61642,51.500752
-2.616306,51.500868
-2.616172,51.501544
-2.616126,51.501653
-2.61611,51.501746
-2.616032,51.501877
-2.615978,51.501995
-2.615928,51.502102
-2.615887,51.502205
-2.616119,51.506356
-2.616178,51.506511
-2.61622,51.506663
-2.616264,51.506809
-2.61632,51.506952
-2.616487,51.507392
-2.616561,51.507528
-2.619443,51.512925
-2.61952,51.512932
-2.614885,51.524386
-2.610965,51.52737
-2.610865,51.527332
-2.610809,51.527351
-2.610784,51.527367
-2.610705,51.527398
-2.610621,51.527437
-2.610558,51.527506
-2.61053,51.527552
-2.610507,51.527612
-2.610519,51.529001
-2.602199,51.530242
-2.569037,51.547186
-2.568968,51.547202
-2.568943,51.54721
-2.568926,51.547215
-2.567963,51.547408
-2.56792,51.547382
-2.567623,51.547055
-2.568043,51.546793
-2.573325,51.543634
-2.573493,51.543578
-2.573649,51.543497
-2.573809,51.543439
-2.574017,51.543365
-2.577428,51.54246
-2.577497,51.542524
-2.577556,51.542589
-2.577606,51.542641
-2.577666,51.542695
-2.577702,51.542752
-2.57774,51.542814
-2.577776,51.542876
