latitude,longitude
-2.599134,51.47409
-2.599046,51.474026
-2.598955,51.473956
-2.598854,51.473882
-2.598761,51.473814
-2.598672,51.473747
-2.598584,51.473686
-2.598507,51.473638
-2.598439,51.473592
-2.598385,51.473554
-2.598354,51.473524
-2.598322,51.473502
-2.598301,51.473488
-2.596092,51.471761
-2.594815,51.470764
-2.594738,51.470703
-2.594667,51.470648
-2.594606,51.4706
-2.594549,51.470556
-2.594498,51.470526
-2.594453,51.470497
-2.594429,51.470478
-2.593161,51.469285
-2.593096,51.469207
-2.592345,51.468535
-2.592282,51.468479
-2.592209,51.468424
-2.592141,51.46837
-2.590729,51.466273
-2.590696,51.466209
-2.590663,51.466143
-2.59063,51.466073
-2.590589,51.466005
-2.590555,51.465938
-2.590298,51.465455
-2.590267,51.46539
-2.590233,51.46533
-2.590202,51.465271
-2.590167,51.465212
-2.59007,51.465026
-2.590049,51.464971
-2.59002,51.464913
-2.58999,51.464862
-2.589965,51.464817
-2.589941,51.464775
-2.589923,51.464737
-2.589899,51.464698
-2.589863,51.464634
-2.589849,51.464607
-2.589839,51.464586
-2.589832,51.464567
-2.589831,51.464567
-2.589827,51.464558
-2.589827,51.464547
-2.589828,51.464544
-2.589828,51.464546
-2.589829,51.464544
-2.589834,51.464508
-2.589833,51.464501
-2.589822,51.462938
-2.589853,51.462885
-2.590793,51.460327
-2.590733,51.460249
-2.59071,51.460195
-2.590682,51.460137
-2.59072,51.460123
-2.590721,51.460082
-2.59067,51.46003
-2.590585,51.459957
-2.590517,51.459904
-2.590444,51.459864
-2.590367,51.45984
-2.590283,51.4598
-2.590221,51.459767
-2.59015,51.459727
-2.590103,51.459681
-2.590065,51.459636
-2.590085,51.459598
-2.592022,51.458168
-2.592038,51.458142
-2.592118,51.458051
-2.592117,51.458038
-2.592133,51.458039
-2.592142,51.45804
-2.593254,51.457005
-2.593254,51.456967
-2.593254,51.456927
-2.593256,51.456847
-2.592325,51.456392
-2.591975,51.456189
-2.591967,51.456183
-2.591962,51.456178
-2.592066,51.455876
-2.59207,51.455866
-2.592086,51.455819
-2.592091,51.455805
-2.592125,51.455557
-2.592564,51.454649
-2.592546,51.454619
-2.592478,51.454528
-2.592411,51.454464
-2.592347,51.454405
-2.592284,51.454347
-2.592222,51.454287
-2.592017,51.454084
-2.592011,51.454078
-2.591982,51.454053
-2.590331,51.453371
-2.590281,51.453384
-2.589623,51.453863
-2.589628,51.453873
-2.589625,51.45388
-2.58962,51.453884
-2.589609,51.453887
-2.589594,51.453887
-2.589405,51.453687
-2.589406,51.453652
-2.589398,51.453646
-2.589384,51.453645
-2.589381,51.453643
-2.58937,51.453657
-2.589368,51.453675
-2.589371,51.453678
-2.589374,51.45368
-2.589375,51.453681
-2.589376,51.453682
-2.589376,51.453682
-2.589374,51.453681
-2.58938,51.453686
-2.58939,51.453693
-2.589397,51.453697
-2.589415,51.453702
-2.589428,51.453702
-2.589444,51.4537
-2.589461,51.453695
-2.58948,51.453689
-2.590168,51.453108
-2.590078,51.453069
-2.589983,51.453025
-2.589898,51.452988
-2.589811,51.452965
-2.589734,51.452933
-2.589663,51.452908
-2.589592,51.452879
-2.589536,51.452856
-2.589498,51.452818
-2.589481,51.452796
-2.589442,51.452792
-2.589427,51.452788
-2.58942,51.45279
-2.589049,51.45272
-2.588959,51.452677
-2.588869,51.452632
-2.588775,51.452589
-2.588651,51.452546
-2.588545,51.452516
-2.588445,51.452484
-2.588335,51.452462
-2.588263,51.452445
-2.588493,51.450989
-2.588485,51.450906
-2.588501,51.450835
-2.588532,51.450791
-2.588581,51.450764
-2.588642,51.45074
-2.588731,51.450717
-2.589679,51.450593
-2.589847,51.450571
-2.589903,51.450571
-2.589922,51.450567
-2.589932,51.450568
-2.590549,51.451436
-2.59064,51.451603
-2.590941,51.452384
-2.590939,51.452403
-2.590909,51.452435
-2.590847,51.452511
-2.590908,51.45252
-2.590951,51.452533
-2.591026,51.45225
-2.590128,51.450607
-2.590118,51.449022
-2.590335,51.448798
-2.590767,51.448116
-2.590907,51.447834
-2.590704,51.447562
-2.590797,51.447347
-2.590845,51.447275
-2.590817,51.447302
-2.590798,51.44725
-2.590787,51.447197
-2.590814,51.447117
-2.590871,51.446085
-2.590869,51.446053
-2.59087,51.446025
-2.590862,51.446015
-2.590853,51.446003
-2.590848,51.445997
-2.590844,51.445992
-2.590835,51.445993
-2.590835,51.445997
-2.59084,51.446006
-2.590724,51.445568
-2.590723,51.445556
-2.590724,51.445552
-2.590734,51.445534
-2.590738,51.445527
-2.590744,51.445515
-2.59076,51.445487
-2.590768,51.445473
-2.590775,51.445461
-2.591241,51.445239
-2.591475,51.445869
-2.591476,51.445882
-2.591466,51.445896
-2.591434,51.445929
-2.59139,51.445973
-2.591149,51.446165
-2.591087,51.446225
-2.591038,51.446302
-2.591005,51.446383
-2.590855,51.447106
-2.5905,51.448397
-2.589954,51.449774
-2.589979,51.450178
-2.59,51.450256
-2.590611,51.452889
-2.590611,51.45289
-2.591236,51.453538
-2.591236,51.45354
-2.591239,51.453542
-2.593836,51.453388
-2.593939,51.45337
-2.594042,51.453367
-2.59414,51.453371
-2.594231,51.453369
-2.594292,51.453357
-2.594334,51.453344
-2.594353,51.453347
-2.59441,51.453346
-2.594429,51.453343
-2.59445,51.453341
-2.594473,51.453339
-2.595422,51.453374
-2.595455,51.453374
-2.595493,51.453375
-2.595533,51.453374
-2.595655,51.453366
-2.595702,51.453358
-2.597138,51.453735
-2.596984,51.454092
-2.596984,51.454128
-2.596397,51.455571
-2.59638,51.455637
-2.596072,51.456342
-2.596061,51.456373
-2.596054,51.456395
-2.596061,51.456411
-2.59608,51.456419
-2.595978,51.456799
-2.594393,51.457535
-2.594239,51.457584
-2.594108,51.457629
-2.593968,51.457666
-2.593662,51.45776
-2.593513,51.457793
-2.593357,51.457849
-2.593377,51.457847
-2.593378,51.457848
-2.593375,51.457849
-2.593351,51.457862
-2.593343,51.457869
-2.592664,51.458014
-2.592513,51.458047
-2.592399,51.458086
-2.591837,51.458563
-2.591367,51.459014
-2.591358,51.459023
-2.590768,51.461309
-2.590384,51.461919
-2.590347,51.461981
-2.590322,51.462029
-2.590301,51.46206
-2.590292,51.462072
-2.590291,51.462072
-2.589803,51.463517
-2.589807,51.463523
-2.589809,51.463528
-2.589808,51.46353
-2.590052,51.464776
-2.591384,51.467382
-2.592819,51.468707
-2.593701,51.470056
-2.593694,51.470067
-2.593692,51.470068
-2.593692,51.470069
-2.593691,51.47007
-2.593693,51.47007
-2.596148,51.471727
-2.600137,51.474778
-2.600422,51.474997
-2.600835,51.475302
-2.600962,51.475394
-2.601084,51.475481
-2.601218,51.475559
-2.601373,51.475619
-2.601531,51.475674
-2.603129,51.476369
-2.605143,51.47767
-2.605277,51.477738
-2.605427,51.4778
-2.605875,51.477961
-2.605999,51.478007
-2.606097,51.478043
-2.606189,51.478078
-2.606271,51.478108
-2.606355,51.47813
-2.606432,51.478161
-2.606524,51.478191
-2.606616,51.478222
-2.606708,51.478252
-2.606792,51.478282
-2.606852,51.478308
-2.606908,51.478329
-2.606957,51.478349
-2.606998,51.478366
-2.607024,51.478378
-2.607033,51.47838
-2.607025,51.478383
-2.607491,51.478564
-2.607747,51.478645
-2.608383,51.47889
-2.608501,51.478937
-2.608614,51.478979
-2.608737,51.479021
-2.608867,51.479067
-2.609003,51.479112
-2.609128,51.479157
-2.610358,51.479592
-2.61047,51.479635
-2.610572,51.47968
-2.610656,51.479722
-2.610989,51.479873
-2.611016,51.47988
-2.611132,51.479878
-2.611203,51.47986
-2.611273,51.479838
-2.611391,51.479812
-2.61141,51.47981
-2.611428,51.479808
-2.611444,51.479807
-2.61533,51.479383
-2.61583,51.479433
-2.615971,51.479433
-2.616077,51.479429
-2.616145,51.479433
-2.616195,51.479437
-2.616235,51.479437
-2.616273,51.479434
-2.616315,51.479439
-2.616351,51.479438
-2.61667,51.482145
-2.616663,51.482388
-2.616605,51.482978
-2.616591,51.483087
-2.61654,51.483888
-2.616537,51.483993
-2.616516,51.484083
-2.616481,51.484184
-2.616436,51.484282
-2.61638,51.484372
-2.615996,51.484713
-2.615917,51.484799
-2.615708,51.485438
-2.615735,51.485534
-2.615887,51.485933
-2.615948,51.486024
-2.618821,51.488967
-2.618996,51.489055
-2.619487,51.489319
-2.619654,51.489406
-2.620657,51.490088
-2.620691,51.490114
-2.620719,51.490135
-2.620746,51.490152
-2.620751,51.490163
-2.620764,51.490178
-2.620772,51.490184
-2.620824,51.490222
-2.62083,51.490227
-2.620835,51.490232
-2.621188,51.490586
-2.621286,51.490748
-2.621321,51.490817
-2.621941,51.492671
-2.621944,51.492676
-2.621946,51.492679
-2.621947,51.49268
-2.621946,51.492679
-2.621006,51.496107
-2.62092,51.496205
-2.620833,51.496288
-2.620746,51.496366
-2.62067,51.496431
-2.620598,51.496481
-2.620546,51.496518
-2.620501,51.496549
-2.620474,51.496568
-2.620461,51.496573
-2.620455,51.496576
-2.620384,51.496602
-2.616432,51.498329
-2.615978,51.502004
-2.615929,51.502118
-2.615879,51.50223
-2.615183,51.504365
-2.615222,51.504526
-2.617109,51.508529
-2.61713,51.508574
-2.617142,51.508599
-2.617156,51.508618
-2.617172,51.508632
-2.61718,51.508641
-2.617183,51.508647
-2.617193,51.508657
-2.617196,51.508664
-2.61812,51.509629
-2.618158,51.509653
-2.618224,51.509696
-2.619902,51.513956
-2.619972,51.514127
-2.620057,51.514275
-2.622332,51.517361
-2.622406,51.517492
-2.622469,51.517606
-2.622518,51.5177
-2.62257,51.517795
-2.6226,51.517874
-2.622638,51.51793
-2.622831,51.518093
-2.622872,51.51815
-2.622867,51.518193
-2.618669,51.522017
-2.618557,51.522125
-2.618467,51.522207
-2.618364,51.522289
-2.618288,51.522358
-2.618218,51.522421
-2.618163,51.522467
-2.618117,51.522504
-2.618087,51.522529
-2.618084,51.52255
-2.618072,51.522557
-2.618045,51.522575
-2.618012,51.5226
-2.61797,51.522638
-2.61792,51.522678
-2.617793,51.52281
-2.617711,51.52288
-2.615355,51.525014
-2.615312,51.525086
-2.610473,51.528012
-2.610477,51.528047
-2.610485,51.52806
-2.610491,51.528084
-2.610495,51.52811
-2.610511,51.528119
-2.610525,51.528167
-2.610546,51.528231
-2.61058,51.528305
-2.610611,51.528381
-2.610673,51.528539
-2.61072,51.528815
-2.61069,51.528894
-2.610642,51.528975
-2.610591,51.529032
-2.610385,51.529124
-2.610106,51.529173
-2.601725,51.530327
-2.600335,51.530712
-2.597976,51.531532
-2.597284,51.531823
-2.596118,51.532343
-2.595902,51.532446
-2.595023,51.53288
-2.590641,51.535852
-2.590466,51.536006
-2.589148,51.537314
-2.588993,51.53749
-2.582966,51.542043
-2.582715,51.542136
-2.582454,51.542226
-2.582192,51.542319
-2.581407,51.54261
-2.579837,51.543163
-2.579579,51.543259
-2.579322,51.543348
-2.578282,51.543723
-2.570434,51.546633
-2.57022,51.546721
-2.570036,51.5468
-2.569856,51.546869
-2.569694,51.546939
-2.569554,51.547002
-2.569435,51.547059
-2.569333,51.547099
-2.569258,51.547132
-2.569203,51.547151
-2.569171,51.547166
-2.569165,51.547172
-2.569153,51.547179
-2.569147,51.547182
-2.567687,51.547303
-2.567655,51.547236
-2.567624,51.547172
-2.56763,51.547142
-2.567651,51.547132
-2.567631,51.547084
-2.567629,51.547058
-2.567627,51.547019
-2.567616,51.546974
-2.567616,51.546904
-2.567622,51.546833
-2.567288,51.543868
-2.567273,51.543854
-2.567266,51.543848
-2.566709,51.543427
-2.570804,51.543709
-2.571037,51.54386
-2.571169,51.5439
-2.577188,51.542263
-2.577254,51.542332
-2.577322,51.542406
-2.577397,51.542487
-2.577477,51.542574
-2.577552,51.542655
-2.577602,51.54271
-2.577635,51.542745
-2.577673,51.542787
-2.577717,51.542835
-2.577775,51.542895
-2.577839,51.542961
-2.577891,51.543015
-2.577945,51.54307
-2.577996,51.543121
-2.578062,51.543182
-2.578094,51.543209
-2.578136,51.543242
-2.577735,51.543249
-2.577735,51.543249
-2.57741,51.542918
-2.576472,51.54277
-2.57601,51.542827
-2.575909,51.542844
-2.575422,51.542941
-2.574674,51.543091
-2.574529,51.543148
-2.574409,51.543209
-2.574311,51.543266
-2.57433,51.543251
-2.574312,51.543252
-2.574274,51.543248
-2.574294,51.543218
-2.574281,51.543221
-2.574142,51.543224
-2.574113,51.543228
-2.574005,51.543218
-2.573986,51.54321
-2.573952,51.543176
-2.573942,51.543165
-2.573502,51.542754
-2.572453,51.542629
-2.572171,51.542672
-2.572224,51.542576
-2.572224,51.542576
-2.572716,51.542527
-2.572724,51.542503
-2.572742,51.542476
-2.572762,51.542454
-2.573187,51.542236
-2.573208,51.542229
-2.573227,51.542222
-2.573245,51.542216
-2.573262,51.54221
-2.57328,51.542205
-2.573297,51.5422
-2.573313,51.542195
-2.573328,51.542191
-2.573344,51.542186
-2.57336,51.54218
-2.573379,51.542174
-2.573398,51.542169
-2.573417,51.542164
-2.573455,51.542153
-2.573474,51.542146
-2.574475,51.541806
-2.575289,51.541549
-2.575852,51.541595
-2.577116,51.541872
-2.577796,51.54202
-2.577796,51.542053
-2.577702,51.541856
-2.577703,51.541862
-2.577703,51.541874
-2.577647,51.541976
-2.577615,51.542061
-2.577607,51.542073
-2.577599,51.542084
-2.577591,51.542096
-2.577583,51.542106
-2.577573,51.542117
-2.577567,51.54213
-2.577561,51.542142
-2.577554,51.542154
-2.577542,51.542163
-2.57753,51.542172
-2.577516,51.542182
-2.577388,51.542344
-2.577403,51.542351
-2.577417,51.54236
-2.577431,51.542369
-2.577446,51.542378
-2.577461,51.542385
-2.577711,51.542863
-2.577731,51.543109
-2.577684,51.543163
-2.577735,51.543249
-2.577735,51.543249
-2.577572,51.543229
-2.577628,51.543199
-2.577661,51.543176
-2.577659,51.543185
-2.577644,51.543196
-2.577615,51.543213
-2.577559,51.543252
-2.577566,51.543245
-2.577628,51.543192
-2.577756,51.543144
-2.577788,51.542984
-2.577784,51.54298
-2.577784,51.54298
-2.577676,51.542876
-2.570016,51.542407
-2.569931,51.542423
-2.569921,51.542434
-2.56992,51.542441
-2.569914,51.542446
-2.569912,51.542447
-2.569911,51.542452
-2.570093,51.54289
-2.570092,51.542892
-2.567625,51.543942
-2.567713,51.543914
-2.567773,51.543879
-2.567797,51.543887
-2.567788,51.543891
-2.567779,51.543896
-2.56777,51.543902
-2.567762,51.54391
-2.567755,51.54392
-2.608815,51.528367
-2.60861,51.52792
-2.608837,51.528326
-2.608858,51.528429
-2.608796,51.528465
-2.608842,51.528494
-2.608821,51.528474
-2.612188,51.526787
-2.612361,51.526715
-2.613061,51.526336
-2.622117,51.517075
-2.621865,51.517026
-2.621885,51.516995
-2.621728,51.516746
-2.621714,51.516744
-2.621678,51.516716
-2.621691,51.516707
-2.621699,51.516665
-2.621691,51.516641
-2.621705,51.516634
-2.621714,51.516627
-2.621718,51.516619
-2.621716,51.516578
-2.62171,51.516564
-2.621699,51.516547
-2.621686,51.51653
-2.620868,51.515372
-2.62051,51.51468
-2.619718,51.513015
-2.619678,51.512994
-2.619669,51.512979
-2.619661,51.512965
-2.619654,51.512955
-2.619648,51.512944
-2.619635,51.51292
-2.61963,51.512908
-2.619585,51.512476
-2.616321,51.507263
-2.616615,51.49971
-2.616622,51.499552
-2.616385,51.498851
-2.616363,51.498784
-2.616233,51.498731
-2.616222,51.498681
-2.61622,51.498647
-2.616223,51.498614
-2.616221,51.49857
-2.616218,51.498534
-2.61621,51.498497
-2.616202,51.498467
-2.616185,51.49844
-2.616194,51.49848
-2.616262,51.4984
-2.61631,51.498351
-2.616339,51.498321
-2.616348,51.498281
-2.616379,51.498323
-2.616385,51.498302
-2.616405,51.498278
-2.616744,51.498077
-2.617302,51.497842
-2.61828,51.497376
-2.621929,51.493166
-2.621945,51.493064
-2.621886,51.492992
-2.621891,51.492871
-2.621881,51.492796
-2.621889,51.492727
-2.621877,51.492661
-2.621893,51.492566
-2.621916,51.492525
-2.621578,51.491447
-2.621536,51.49138
-2.621493,51.491297
-2.621453,51.491223
-2.621412,51.491146
-2.621363,51.491082
-2.621314,51.491007
-2.621287,51.490934
-2.621248,51.49085
-2.621204,51.490771
-2.616579,51.482855
-2.616598,51.482655
-2.615858,51.479604
-2.615873,51.47951
-2.615849,51.4795
-2.615712,51.479498
-2.615505,51.479461
-2.615398,51.479442
-2.615298,51.47942
-2.615203,51.479399
-2.61464,51.479325
-2.614512,51.479334
-2.61439,51.479335
-2.614098,51.479381
-2.613167,51.479491
-2.613167,51.479491
-2.612812,51.479591
-2.612789,51.479588
-2.612635,51.479529
-2.612599,51.479532
-2.612578,51.479544
-2.612556,51.479558
-2.612535,51.479572
-2.612515,51.479584
-2.612493,51.47959
-2.612467,51.479593
-2.612442,51.479594
-2.612419,51.479595
-2.612396,51.479597
-2.612372,51.479598
-2.612351,51.479602
-2.612334,51.479609
-2.612317,51.479614
-2.612301,51.47962
-2.612283,51.479624
-2.612265,51.47963
-2.612246,51.479634
-2.612226,51.479639
-2.612205,51.479644
-2.612185,51.479648
-2.612099,51.47962
-2.612098,51.479607
-2.612097,51.479595
-2.612096,51.479584
-2.612094,51.479573
-2.612092,51.479563
-2.612089,51.479554
-2.612082,51.479538
-2.612074,51.479521
-2.612066,51.479505
-2.612063,51.479496
-2.611834,51.479126
-2.611445,51.478662
-2.61122,51.478493
-2.611004,51.478363
-2.610875,51.478301
-2.61,51.477945
-2.609789,51.477861
-2.609614,51.47779
-2.609418,51.47772
-2.609314,51.477687
-2.609256,51.477671
-2.609104,51.477637
-2.609077,51.477623
-2.609004,51.477591
-2.60891,51.477561
-2.608645,51.477494
-2.608873,51.47748
-2.608888,51.47746
-2.6089,51.477437
-2.60891,51.477413
-2.608924,51.477391
-2.608941,51.477371
-2.608961,51.477357
-2.608977,51.477342
-2.608993,51.47733
-2.609011,51.477321
-2.60912,51.477248
-2.609139,51.477238
-2.609155,51.477229
-2.60917,51.47722
-2.609184,51.47721
-2.609198,51.4772
-2.60921,51.47719
-2.609222,51.47718
-2.609235,51.47717
-2.609246,51.477159
-2.609261,51.477148
-2.609276,51.477139
-2.609288,51.477131
-2.609298,51.477123
-2.609305,51.477114
-2.609315,51.477097
-2.609328,51.47708
-2.609344,51.477069
-2.609364,51.477053
-2.609377,51.477042
-2.609389,51.477031
-2.609617,51.476647
-2.609893,51.476282
-2.609993,51.476164
-2.610105,51.476034
-2.610198,51.475931
-2.61041,51.475626
-2.610568,51.47511
-2.61058,51.475049
-2.610606,51.474865
-2.610628,51.474649
-2.610636,51.474442
-2.61066,51.474455
-2.610619,51.474451
-2.610629,51.474441
-2.610636,51.474429
-2.610638,51.474419
-2.610638,51.474409
-2.610646,51.474377
-2.610648,51.474365
-2.610652,51.474354
-2.610658,51.47434
-2.610714,51.474158
-2.610716,51.474152
-2.61054,51.474006
-2.61054,51.474006
-2.610631,51.474173
-2.610607,51.474179
-2.610607,51.474178
-2.61061,51.474176
-2.610688,51.474375
-2.610664,51.474777
-2.610489,51.475389
-2.610411,51.47557
-2.610299,51.475757
-2.610191,51.475893
-2.609765,51.476476
-2.609656,51.476684
-2.609671,51.476679
-2.609723,51.476729
-2.609715,51.476748
-2.609682,51.476782
-2.609665,51.476801
-2.60965,51.476819
-2.609634,51.476839
-2.609509,51.476961
-2.609452,51.477001
-2.609367,51.477036
-2.60917,51.477191
-2.609115,51.47722
-2.609053,51.477231
-2.609033,51.477236
-2.608987,51.477267
-2.608972,51.477278
-2.608942,51.477292
-2.608924,51.477297
-2.60891,51.477302
-2.609279,51.477633
-2.609488,51.477725
-2.610242,51.478039
-2.61049,51.478142
-2.611187,51.478482
-2.611401,51.478605
-2.611556,51.478734
-2.611683,51.478887
-2.611833,51.479071
-2.61201,51.479325
-2.612017,51.479318
-2.612002,51.479333
-2.612003,51.479356
-2.612007,51.479382
-2.611872,51.479451
-2.61186,51.479491
-2.611861,51.479503
-2.61196,51.479821
-2.611979,51.479825
-2.611999,51.479828
-2.612037,51.479825
-2.612055,51.479819
-2.61207,51.479812
-2.612097,51.479804
-2.612125,51.479815
-2.612146,51.479837
-2.612153,51.479847
-2.612159,51.479857
-2.612165,51.479867
-2.613167,51.479491
-2.613167,51.479491
-2.612099,51.479845
-2.611908,51.479957
-2.611809,51.48025
-2.612547,51.48169
-2.6127,51.482077
-2.612632,51.483823
-2.612531,51.484221
-2.612091,51.485002
-2.609405,51.485441
-2.609308,51.485505
-2.60873,51.485977
-2.608687,51.48602
-2.607633,51.488351
-2.607303,51.491371
-2.604622,51.492608
-2.604038,51.492821
-2.601511,51.494591
-2.598951,51.496223
-2.597517,51.497169
-2.596673,51.497656
-2.596629,51.497695
-2.59658,51.497731
-2.596536,51.497775
-2.595714,51.498477
-2.593969,51.500004
-2.592206,51.501117
-2.59182,51.501353
-2.591081,51.50172
-2.590427,51.50207
-2.589563,51.502524
-2.586606,51.504368
-2.585994,51.504708
-2.584473,51.505403
-2.584002,51.505953
-2.58393,51.506789
-2.583891,51.50684
-2.583844,51.506864
-2.582211,51.507784
-2.582157,51.507808
-2.582104,51.507834
-2.582055,51.507857
-2.582005,51.507882
-2.581959,51.50791
-2.581917,51.507936
-2.581872,51.507959
-2.581824,51.507981
-2.58169,51.508046
-2.581641,51.508067
-2.581504,51.508134
-2.581461,51.508156
-2.581418,51.508178
-2.578712,51.50842
-2.577836,51.508484
-2.577223,51.508463
-2.576338,51.508449
-2.575756,51.508658
-2.573972,51.51056
-2.572508,51.514591
-2.572422,51.51497
-2.572275,51.515334
-2.571708,51.517617
-2.571789,51.519365
-2.571822,51.519483
-2.571853,51.5196
-2.571873,51.519704
-2.571748,51.522012
-2.571789,51.522181
-2.571759,51.523346
-2.571903,51.525904
-2.571843,51.526228
-2.571503,51.526766
-2.571389,51.526968
-2.571166,51.527296
-2.570733,51.528017
-2.570478,51.52873
-2.571215,51.530786
-2.571184,51.530844
-2.571161,51.530895
-2.570801,51.531426
-2.570777,51.531476
-2.570607,51.532081
-2.571462,51.53355
-2.571928,51.5339
-2.572089,51.53402
-2.573992,51.535182
-2.576531,51.536254
-2.576762,51.537598
-2.575633,51.538681
-2.576429,51.536869
-2.576364,51.536865
-2.576331,51.538413
-2.577134,51.538077
-2.577384,51.540813
-2.577768,51.541262
-2.577928,51.541261
-2.577965,51.542392
-2.577922,51.542815
-2.577735,51.543249
-2.577735,51.543249
-2.577808,51.543611
-2.577778,51.543578
-2.577747,51.543537
-2.577685,51.543443
-2.577669,51.543424
-2.57825,51.543633
-2.578087,51.54344
-2.57798,51.543341
-2.577831,51.543199
-2.57782,51.543179
-2.577823,51.543175
-2.577981,51.543257
-2.578091,51.543312
-2.578091,51.543313
-2.578092,51.543313
-2.578093,51.543313
-2.578104,51.543319
-2.578348,51.543486
-2.577735,51.543249
-2.577774,51.542956
-2.577774,51.542945
-2.577775,51.542951
-2.577777,51.542771
-2.577743,51.542561
-2.577729,51.542511
-2.577705,51.542465
-2.577685,51.542412
-2.577677,51.542346
-2.577667,51.542274
-2.577654,51.542197
-2.577672,51.542088
-2.577718,51.542027
-2.577807,51.541919
-2.576635,51.542352
-2.57518,51.542868
-2.574346,51.543102
-2.573424,51.543232
-2.572528,51.542867
-2.572346,51.542696
-2.572013,51.542509
-2.571735,51.542245
-2.571443,51.541889
-2.571357,51.541769
-2.571358,51.541755
-2.571393,51.541768
-2.571415,51.541782
-2.572493,51.542595
-2.574706,51.541691
-2.574706,51.541691
-2.572078,51.54263
-2.571952,51.542658
-2.57185,51.542658
-2.572203,51.542789
-2.572849,51.542527
-2.574031,51.54207
-2.575155,51.541641
-2.575534,51.541479
-2.575608,51.541438
-2.576055,51.541311
-2.576296,51.541272
-2.576351,51.541344
-2.576622,51.541429
-2.576564,51.541429
-2.57644,51.541459
-2.576014,51.541613
-2.575946,51.541626
-2.575904,51.541625
-2.575893,51.541618
-2.575914,51.541614
-2.575939,51.541611
-2.575964,51.541612
-2.57599,51.541616
-2.576006,51.54162
-2.576023,51.541626
-2.57604,51.541634
-2.576057,51.54164
-2.576993,51.542174
-2.577499,51.542796
-2.577618,51.542887
-2.577713,51.542997
-2.577744,51.543057
-2.577755,51.543094
-2.577762,51.543119
-2.577764,51.543134
-2.577763,51.543138
-2.577764,51.54314
-2.577758,51.543145
-2.577735,51.543249
-2.577735,51.543249
-2.57863,51.541679
-2.578641,51.541635
-2.578623,51.541634
-2.578597,51.541631
-2.578568,51.541626
-2.578542,51.541616
-2.578402,51.541572
-2.578044,51.540894
-2.576719,51.540826
-2.574726,51.54004
-2.574449,51.539874
-2.574263,51.539497
-2.575016,51.536583
-2.575125,51.535978
-2.574295,51.535567
-2.574227,51.53556
-2.571847,51.534239
-2.570629,51.533352
-2.570564,51.533304
-2.5705,51.533261
-2.570438,51.533216
-2.570364,51.533173
-2.569921,51.53216
-2.569626,51.530497
-2.570608,51.528454
-2.570724,51.52827
-2.572207,51.526085
-2.571283,51.523668
-2.571259,51.52362
-2.571166,51.52346
-2.57114,51.523406
-2.571113,51.523353
-2.570803,51.521296
-2.570799,51.521222
-2.570804,51.520659
-2.570798,51.520395
-2.57124,51.517493
-2.571343,51.517189
-2.572058,51.515081
-2.573146,51.513849
-2.573374,51.513594
-2.574091,51.512505
-2.57408,51.511736
-2.574088,51.511756
-2.574093,51.511742
-2.574075,51.511699
-2.574051,51.511674
-2.574021,51.511653
-2.574012,51.511636
-2.57389,51.511449
-2.573707,51.510406
-2.573834,51.510127
-2.573889,51.510047
-2.575294,51.508836
-2.575925,51.508366
-2.576297,51.508011
-2.576449,51.507446
-2.576576,51.507121
-2.577278,51.505407
-2.578485,51.503298
-2.57865,51.503054
-2.57922,51.502113
-2.579429,51.50176
-2.579452,51.501735
-2.579464,51.501704
-2.579399,51.501684
-2.578713,51.500221
-2.578696,51.500174
-2.578679,51.500127
-2.578667,51.500078
-2.578663,51.500033
-2.578661,51.49999
-2.578658,51.499944
-2.579206,51.498608
-2.580561,51.497467
-2.580864,51.49717
-2.581084,51.496557
-2.581368,51.496034
-2.581691,51.495469
-2.581847,51.494827
-2.582913,51.493261
-2.583083,51.493028
-2.5848,51.491224
-2.584845,51.491183
-2.584883,51.491148
-2.584976,51.491056
-2.587152,51.489989
-2.590671,51.488556
-2.590909,51.48846
-2.59078,51.488135
-2.591458,51.487826
-2.593016,51.486576
-2.595905,51.485223
-2.596086,51.485098
-2.596373,51.484919
-2.596442,51.484875
-2.59659,51.484782
-2.597231,51.484442
-2.597309,51.484406
-2.597884,51.4842
-2.597959,51.484171
-2.598043,51.48415
-2.598116,51.484121
-2.598188,51.484091
-2.598261,51.484063
-2.59833,51.484059
-2.598401,51.48404
-2.598637,51.483926
-2.600934,51.482617
-2.603731,51.481547
-2.604939,51.480826
-2.605587,51.480337
-2.605985,51.480025
-2.606476,51.479553
-2.607214,51.478814
-2.607431,51.478577
-2.607482,51.478544
-2.607418,51.478573
-2.607449,51.478546
-2.60747,51.478548
-2.60751,51.478561
-2.609415,51.479196
-2.609501,51.479215
-2.609583,51.479237
-2.609637,51.479248
-2.611883,51.479806
-2.613167,51.479491
-2.613167,51.479491
-2.612915,51.479605
-2.612448,51.479842
-2.612042,51.480238
-2.611988,51.480286
-2.611989,51.480326
-2.612173,51.480483
-2.612212,51.480463
-2.612235,51.480426
-2.612227,51.480437
-2.612222,51.480441
-2.61222,51.480453
-2.612228,51.480452
-2.612234,51.480445
-2.612217,51.48045
-2.612236,51.480499
-2.612179,51.480465
-2.612207,51.48044
-2.61225,51.480432
-2.613167,51.479491
-2.613167,51.479491
-2.613667,51.479445
-2.616474,51.481218
-2.616633,51.481603
-2.616654,51.481801
-2.616697,51.48188
-2.616712,51.481993
-2.616628,51.482559
-2.616663,51.483024
-2.616664,51.483168
-2.616657,51.483323
